
0x7d5E6E52443433BB8df673844b16a391D770d001,orangterkucil,0,0,0,0,0,0,0,1,1
0x481408B17c0837a19E530041FefC90593b307D14,UntungSawan,0,0,0,0,0,0,0,1,1
0xea849ad0bBaa67915F1eD5aBf037e2d4e22F57b2,anilamsu,0,0,0,0,0,0,0,1,1
0x2f6E50ccADdBaB279f23dC611988a9644F02B491,fawazdhafi,0,0,0,0,0,0,0,1,1
0xF507c8D3eB7ab6994953f8547F8444F50A4f2Dab,sentungkupit,0,0,0,0,0,0,0,1,1
0xA7dED6386b03c0967c642D94c439a721a6cD1AF1,Reza76870152,0,0,0,0,0,0,0,1,1
0xA04e8abEc8530629c69018860E3ebfA4C68a2153,darkseid89931,0,0,0,0,0,0,0,1,1
0xe6144b84b42d994885C6D144D9F21c168D119De9,Nanatri15,0,0,0,0,0,0,0,1,1
0x6D4639D960Adba5a1d7156553F50738Db995b04A,azmi_syafa,0,0,0,0,0,0,0,1,1
0xd943b4F9a28C6593B5c24362A89a9D17893E4D66,Sadbuy7,1,0,0,0,0,0,0,1,1
0x4B2735aFadFC8F5AEe098b6e5F47F18C77CDc64b,TracyWh65051717,0,0,0,0,0,0,0,1,1
0x1c4beA52f2082e5382264610AC7809D08356A08C,ramaerikesprada,0,0,0,0,0,0,0,1,1
0x5Fe8546B4C4F18d07cd08b0C7AE14e75D913a2D2,dimaspribadi07,0,0,0,0,0,0,0,1,1
0xE3b474Ea507924e8858E9b6ecA19E5E5374D3825,ichavalen2,0,0,0,0,0,0,0,1,1
0xd2e19aAC440544fc01de0cEBfEE0593bcc539286,FikhryAmrullah,0,0,0,0,0,0,0,1,1
0xdcAf79e75ce13E1B8205327809969Ae3be8fDc07,setapai_crypto,0,0,0,0,0,0,0,1,1
